text,toxic
"Жеке меншік сектор үйлерінде көп адамдар тұрады, ал көп жағдайда бұл өте сирек кездесетін үйлер емес, керісінше, барлығы қатты кірпіш үйлер.",0
"Әрине, бұл.",0
"Менің ойымша, «Клейвер» - бұл WM-дегі, басқалары, екіншісінің модервтік бөлігінің бірі.",1
Чет тіпті украиндардан ұялшақ.,1
"Че сен ол жаққа сүртесің, сүңгуір?",1
"Бәрі қарапайым, бір рет қарады, екеуін қарады, содан кейін сіз мектепке қарағыңыз келеді.",0
"Орыстардың жартысынан көбі үйдегі (56) немесе одан да аз мөлшерде (56) немесе төмендеуді (58) алып тастамайды (58), алдағы екі күннен үш ай ішінде олардың отбасы мүшелері, ал 8 респондент төлемдердегі нақты кешіктіруді бастан кешірді",0
"Шынында, содан кейін Миша, содан кейін бәрін жалап алып, оны өз мойнына алды",1
Пердоған бомбаланған,1
"ZaleTu Pliz, егер сіз тыныштықты жақсы көретін болсаңыз, онда сіз Modera-ға мүлдем бар болса, сіз оны мүлдем жақсы көресіз және сіз бір кездері тағы бір рет өлтіресіз және сіз оны тағы бір рет сендіріп, бастан кешіресіз, бастысы - бұл жай ғана",1
"Жосықсыз бөлімшелер орыстардың өздері дерлік барлық дерлік AXAHA-ны ақымақ, біз тәуелсіздік туралы мәлімдейді, және өзіңіз үшін міндеттер мен міндеттер үшін өзіңіз жауап береді, содан кейін біз осы міндеттемелерге және құқығымызды аламыз.",1
"Мен Кубаньдан келген Әзірбайдамын, ол ауылдағы малдарға толы, бірақ олар кавказдықтардан қорқады.",1
"Мен өте жақсы емеспін, мен бұл өте жақсы емеспін, не, не оның Open Pissing арқылы анықталған ресейліктер, немесе сіз орыс емес екеніңізді айыптап жатырсыз.",1
фу фу.,1
өйткені сіз бүкіл ұлтқа баға бересіз.,1
"Gyyyy Dupid балалар педдиндоздары диктерге аз болар еді және Диюрихтің АҚШ тереңдігіне димюрихтің мағынасын көрмейді, алданбаңыз, қайта оралмаңыз және оралмаңыз",1
